Edad,Empleo,Estudios,Grados de estudio,Puesto,Rol familiar,Raza,Genero,Pais de nacimiento,Salario(K),Race
46, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male, United-States,50, White
23, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female, United-States,42, White
47, Self-emp-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States,76, White
23, Private, Some-college, Never-married, Sales, Own-child, White, Female, United-States,27, White
42, Private, Some-college, Married-civ-spouse, Other-service, Husband, White, Male, United-States,92, Black
22, State-gov, Bachelors, Never-married, Adm-clerical, Own-child, White, Female, United-States,38, Black
18, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Male, United-States,36, White
37, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States,53, White
34, Private, 9th, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States,25, Asian-Pac-Islander
30, Private, Assoc-acdm, Separated, Other-service, Unmarried, White, Female, United-States,35, White
62, Self-emp-not-inc, Some-college, Widowed, Farming-fishing, Unmarried, White, Female, United-States,39, White
51, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, United-States,21, White
34, Private, HS-grad, Married-civ-spouse, Other-service, Husband, Black, Male, United-States,44, White
28, Self-emp-not-inc, Masters, Never-married, Prof-specialty, Own-child, White, Male, United-States,30, White
56, Private, 10th, Never-married, Handlers-cleaners, Not-in-family, White, Male, United-States,31, Amer-Indian-Eskimo
46, Private, HS-grad, Divorced, Tech-support, Not-in-family, White, Female, United-States,49, Black
46, Private, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male, United-States,82, White
23, Local-gov, Some-college, Married-spouse-absent, Adm-clerical, Own-child, White, Female, Guatemala,30, White
33, Private, Bachelors, Married-civ-spouse, Adm-clerical, Wife, Black, Female, United-States,21, White
27, Private, HS-grad, Never-married, Other-service, Own-child, Asian-Pac-Islander, Male, United-States,28, White
21, Private, Some-college, Never-married, Adm-clerical, Own-child, Black, Female, United-States,41, White
18, ?, HS-grad, Never-married, ?, Own-child, White, Male, United-States,31, White
36, Private, 5th-6th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, Mexico,52, White
37, Local-gov, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Female, United-States,20, White
39, Local-gov, 11th, Married-civ-spouse, Other-service, Husband, White, Male, United-States,42, White
36, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male, United-States,55, White
24, Private, Assoc-acdm, Never-married, Craft-repair, Not-in-family, White, Male, United-States,35, White
26, Private, Assoc-acdm, Never-married, Exec-managerial, Own-child, Black, Female, United-States,35, White
37, Private, HS-grad, Divorced, Sales, Not-in-family, White, Female, United-States,40, White
34, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States,41, White
33, Private, HS-grad, Divorced, Exec-managerial, Unmarried, White, Female, United-States,48, White
33, Self-emp-not-inc, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male, United-States,26, White
20, Private, HS-grad, Never-married, Sales, Own-child, White, Female, Mexico,34, White
26, Private, Some-college, Divorced, Adm-clerical, Unmarried, White, Female, United-States,22, White
47, Private, HS-grad, Married-civ-spouse, Adm-clerical, Wife, White, Female, United-States,55, Other
17, Private, 11th, Never-married, Sales, Own-child, White, Female, United-States,44, Black
53, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States,21, White
31, Private, Some-college, Divorced, Sales, Own-child, White, Female, United-States,36, White
34, Private, 11th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, United-States,22, White
23, Private, 5th-6th, Married-civ-spouse, Other-service, Husband, White, Male, Mexico,33, White
39, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States,54, White
22, ?, HS-grad, Never-married, ?, Own-child, White, Female, United-States,46, White
21, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female, United-States,46, White
40, Private, HS-grad, Never-married, Adm-clerical, Unmarried, Black, Female, United-States,24, White
54, Local-gov, Masters, Married-civ-spouse, Adm-clerical, Husband, White, Male, United-States,51, White
32, Federal-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male, Iran,22, White
29, Local-gov, HS-grad, Married-civ-spouse, Other-service, Wife, White, Female, United-States,49, White
68, ?, Some-college, Never-married, ?, Unmarried, Black, Female, United-States,46, White
27, Local-gov, Bachelors, Married-civ-spouse, Protective-serv, Husband, White, Male, United-States,77, Asian-Pac-Islander
54, Private, Some-college, Never-married, Exec-managerial, Not-in-family, White, Male, United-States,51, Asian-Pac-Islander
23, Private, HS-grad, Divorced, Priv-house-serv, Unmarried, White, Female, United-States,36, White
38, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States,85, White
54, Private, HS-grad, Married-civ-spouse, Other-service, Wife, White, Female, United-States,49, White
21, Private, Some-college, Never-married, Prof-specialty, Own-child, Asian-Pac-Islander, Male, United-States,39, White
40, Private, Assoc-voc, Never-married, Prof-specialty, Not-in-family, White, Male, United-States,41, White
19, Private, 10th, Never-married, Other-service, Not-in-family, White, Female, United-States,43, White
21, ?, HS-grad, Never-married, ?, Other-relative, White, Male, United-States,46, White
35, Private, Bachelors, Married-civ-spouse, Adm-clerical, Wife, Black, Female, United-States,43, White
39, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female, United-States,32, White
38, Private, HS-grad, Never-married, Other-service, Unmarried, White, Male, ?,24, White
41, Private, 12th, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, United-States,67, White
26, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female, United-States,24, Amer-Indian-Eskimo
35, Private, HS-grad, Divorced, Other-service, Not-in-family, White, Female, United-States,31, White
70, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States,47, Black
45, Private, 10th, Married-civ-spouse, Sales, Husband, White, Male, United-States,45, Amer-Indian-Eskimo
83, Private, HS-grad, Widowed, Protective-serv, Not-in-family, White, Male, United-States,34, White
59, Private, HS-grad, Separated, Other-service, Not-in-family, White, Female, United-States,30, White
18, Private, 9th, Never-married, Other-service, Own-child, Black, Male, United-States,25, Black
31, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male, United-States,49, White
43, Private, Masters, Married-civ-spouse, Prof-specialty, Wife, White, Female, United-States,90, Black
24, Local-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female, United-States,42, White
33, Private, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, United-States,28, White
48, Local-gov, Masters, Never-married, Prof-specialty, Not-in-family, White, Female, United-States,38, White
27, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male, Dominican-Republic,27, White
41, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States,42, White
25, Private, HS-grad, Married-civ-spouse, Other-service, Wife, White, Female, Mexico,24, White
53, Private, HS-grad, Divorced, Transport-moving, Not-in-family, White, Male, United-States,98, White
66, Self-emp-not-inc, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States,22, White
31, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States,97, Asian-Pac-Islander
30, State-gov, Bachelors, Married-spouse-absent, Adm-clerical, Not-in-family, White, Male, United-States,48, White
22, Private, HS-grad, Divorced, Transport-moving, Not-in-family, White, Male, United-States,43, White
47, Self-emp-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Male, United-States,51, White
74, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States,90, White
37, Private, Some-college, Married-civ-spouse, Adm-clerical, Husband, Black, Male, United-States,85, White
35, Self-emp-not-inc, Some-college, Separated, Farming-fishing, Not-in-family, White, Male, United-States,43, White
51, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States,36, White
40, Private, Some-college, Separated, Other-service, Not-in-family, White, Female, United-States,45, White
51, Local-gov, Doctorate, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States,66, White
26, Private, 10th, Married-civ-spouse, Handlers-cleaners, Wife, White, Female, United-States,41, White
53, Private, Assoc-acdm, Never-married, Adm-clerical, Unmarried, Black, Female, United-States,29, White
32, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States,23, White
29, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male, South,48, White
42, Private, HS-grad, Separated, Adm-clerical, Not-in-family, White, Male, United-States,25, Black
22, Private, Some-college, Never-married, Transport-moving, Not-in-family, White, Male, United-States,32, White
62, ?, HS-grad, Married-civ-spouse, ?, Husband, White, Male, United-States,27, White
33, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female, United-States,24, Asian-Pac-Islander
21, Private, HS-grad, Never-married, Transport-moving, Own-child, Black, Male, United-States,36, White
46, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States,63, White
25, Private, 11th, Never-married, Handlers-cleaners, Not-in-family, White, Male, United-States,37, Other
29, Private, 5th-6th, Married-civ-spouse, Other-service, Husband, White, Male, Mexico,36, White
29, Federal-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male, United-States,20, White
33, Private, Doctorate, Divorced, Sales, Not-in-family, White, Male, United-States,96, White
50, Private, Assoc-acdm, Divorced, Craft-repair, Not-in-family, White, Male, United-States,37, White
22, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female, United-States,31, White
40, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male, United-States,49, White
28, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male, United-States,21, White
54, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male, United-States,32, Black
29, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States,34, White
49, Private, HS-grad, Widowed, Machine-op-inspct, Unmarried, Black, Female, United-States,34, White
46, Private, 11th, Widowed, Other-service, Not-in-family, White, Female, El-Salvador,38, White
71, Self-emp-not-inc, 10th, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States,31, White
27, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male, United-States,48, White
56, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female, United-States,20, White
64, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, Asian-Pac-Islander, Male, Philippines,89, White
23, Private, Some-college, Married-civ-spouse, Exec-managerial, Wife, White, Female, United-States,48, White
36, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States,77, White
39, Local-gov, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States,80, White
26, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Male, United-States,25, White
31, Federal-gov, Assoc-acdm, Married-civ-spouse, Tech-support, Husband, White, Male, United-States,38, White
36, Private, Bachelors, Divorced, Adm-clerical, Unmarried, White, Female, United-States,29, White
43, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States,77, White
25, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female, United-States,22, White
27, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, United-States,33, White
24, Private, 12th, Never-married, Sales, Not-in-family, White, Male, United-States,29, White
50, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Protective-serv, Husband, White, Male, United-States,46, White
30, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States,40, White
24, Private, 11th, Never-married, Handlers-cleaners, Not-in-family, White, Male, United-States,24, White
41, Local-gov, Masters, Divorced, Prof-specialty, Unmarried, White, Female, United-States,89, Black
29, Private, Some-college, Never-married, Exec-managerial, Not-in-family, White, Male, United-States,42, White
31, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States,43, White
54, Private, Some-college, Divorced, Exec-managerial, Not-in-family, White, Female, Italy,47, White
20, Private, 11th, Married-civ-spouse, Sales, Other-relative, White, Female, United-States,26, Black
37, Private, HS-grad, Never-married, Other-service, Own-child, White, Male, United-States,28, White
28, Local-gov, HS-grad, Never-married, Other-service, Own-child, Black, Male, United-States,49, White
39, Private, HS-grad, Married-civ-spouse, Adm-clerical, Wife, White, Female, United-States,78, White
46, State-gov, Some-college, Never-married, Exec-managerial, Not-in-family, White, Female, United-States,21, White
35, Private, Bachelors, Separated, Exec-managerial, Unmarried, White, Female, United-States,26, Black
36, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Husband, White, Male, United-States,77, White
34, ?, HS-grad, Married-civ-spouse, ?, Husband, White, Male, United-States,44, White
44, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States,83, White
34, Self-emp-inc, Bachelors, Divorced, Exec-managerial, Not-in-family, White, Male, United-States,28, White
28, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male, United-States,71, White
38, Self-emp-inc, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States,83, White
64, ?, Bachelors, Married-civ-spouse, ?, Husband, White, Male, United-States,56, Black
19, ?, Some-college, Never-married, ?, Own-child, White, Female, United-States,33, Black
35, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male, United-States,87, White
61, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female, United-States,41, White
45, Private, Some-college, Divorced, Sales, Unmarried, White, Female, United-States,28, White
36, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male, United-States,42, White
34, Private, HS-grad, Never-married, Transport-moving, Unmarried, Black, Male, United-States,32, White
27, Private, Assoc-voc, Married-civ-spouse, Sales, Husband, White, Male, United-States,34, Black
22, Private, 10th, Never-married, Craft-repair, Unmarried, White, Male, United-States,31, White
26, Private, Bachelors, Never-married, Tech-support, Not-in-family, White, Female, United-States,43, White
19, Private, 11th, Never-married, Other-service, Other-relative, White, Female, United-States,37, Asian-Pac-Islander
36, Private, HS-grad, Divorced, Farming-fishing, Not-in-family, White, Male, United-States,27, White
51, Private, Bachelors, Divorced, Exec-managerial, Not-in-family, White, Male, United-States,77, White
63, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States,87, White
51, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male, United-States,36, White
20, State-gov, Some-college, Never-married, Adm-clerical, Own-child, White, Female, United-States,30, White
42, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States,20, White
40, ?, Bachelors, Never-married, ?, Own-child, White, Female, United-States,31, Amer-Indian-Eskimo
25, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States,24, White
40, Private, Assoc-voc, Divorced, Adm-clerical, Unmarried, White, Female, United-States,22, White
41, ?, Bachelors, Married-civ-spouse, ?, Wife, White, Female, United-States,71, White
49, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male, United-States,46, White
46, Private, HS-grad, Separated, Machine-op-inspct, Own-child, Black, Female, United-States,34, White
32, Self-emp-not-inc, HS-grad, Separated, Sales, Not-in-family, White, Male, United-States,44, White
28, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male, Mexico,35, Black
19, ?, HS-grad, Never-married, ?, Other-relative, Black, Male, United-States,23, Asian-Pac-Islander
19, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female, United-States,45, Black
18, Private, 11th, Never-married, Adm-clerical, Own-child, Black, Male, United-States,24, White
39, Private, HS-grad, Never-married, Sales, Not-in-family, White, Male, United-States,32, White
60, Self-emp-not-inc, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Female, United-States,35, White
46, Local-gov, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Female, United-States,41, Other
38, Private, 7th-8th, Married-civ-spouse, Machine-op-inspct, Wife, White, Female, Canada,54, White
36, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, United-States,88, White
45, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male, United-States,34, Black
60, State-gov, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Female, United-States,46, Asian-Pac-Islander
30, Private, 11th, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States,30, Black
22, Private, Some-college, Never-married, Tech-support, Not-in-family, White, Female, United-States,46, White
23, Private, Some-college, Never-married, Exec-managerial, Not-in-family, White, Male, United-States,41, White
48, State-gov, Some-college, Never-married, Prof-specialty, Not-in-family, Black, Female, United-States,31, White
46, Private, HS-grad, Married-civ-spouse, Other-service, Own-child, White, Female, United-States,23, White
43, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States,76, Black
25, Private, HS-grad, Married-civ-spouse, Transport-moving, Own-child, Other, Male, United-States,26, White
50, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Male, United-States,22, Asian-Pac-Islander
61, Self-emp-inc, HS-grad, Divorced, Sales, Not-in-family, White, Male, United-States,40, Asian-Pac-Islander
35, Private, Bachelors, Never-married, Sales, Not-in-family, White, Male, United-States,22, White
65, Local-gov, Some-college, Divorced, Exec-managerial, Not-in-family, White, Female, United-States,36, White
56, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male, United-States,38, White
43, Self-emp-not-inc, Bachelors, Married-civ-spouse, Machine-op-inspct, Wife, Asian-Pac-Islander, Female, Thailand,48, White
55, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male, United-States,26, Other
22, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female, United-States,31, White
40, Private, Some-college, Divorced, Machine-op-inspct, Own-child, White, Male, United-States,45, Black
35, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male, United-States,21, Black
22, ?, Some-college, Never-married, ?, Own-child, White, Male, United-States,42, White
20, Private, 9th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, United-States,21, White
46, Local-gov, 12th, Married-civ-spouse, Other-service, Husband, White, Male, United-States,58, White
43, Private, HS-grad, Separated, Transport-moving, Unmarried, White, Male, Mexico,34, Black
46, Federal-gov, HS-grad, Divorced, Adm-clerical, Unmarried, Black, Female, ?,23, White
39, Private, 11th, Married-civ-spouse, Other-service, Husband, Black, Male, United-States,35, White
34, Private, HS-grad, Never-married, Exec-managerial, Unmarried, White, Female, England,31, Black
35, Private, HS-grad, Divorced, Other-service, Not-in-family, White, Female, United-States,24, White
30, Private, HS-grad, Never-married, Adm-clerical, Unmarried, White, Male, United-States,39, White
25, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, Black, Male, United-States,21, White
44, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States,88, White
35, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female, United-States,44, White
41, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, United-States,31, White
43, Federal-gov, Bachelors, Married-civ-spouse, Adm-clerical, Husband, White, Male, United-States,83, White
32, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female, United-States,44, White
50, Private, 7th-8th, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States,23, White
20, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female, United-States,40, White
29, Private, HS-grad, Married-civ-spouse, Adm-clerical, Wife, White, Female, United-States,40, White
38, Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States,70, White
20, Private, 10th, Never-married, Handlers-cleaners, Unmarried, White, Male, United-States,39, White
41, Private, HS-grad, Never-married, Sales, Unmarried, Black, Female, United-States,33, White
27, Private, Some-college, Never-married, Exec-managerial, Not-in-family, White, Female, United-States,22, White
37, Private, 9th, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States,44, White
62, State-gov, Masters, Separated, Prof-specialty, Unmarried, White, Female, ?,25, White
31, Private, 10th, Divorced, Other-service, Not-in-family, White, Male, United-States,36, White
49, Private, Some-college, Divorced, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female, United-States,23, White
33, Local-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, Black, Female, United-States,40, Asian-Pac-Islander
31, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States,85, White
19, Private, Some-college, Never-married, Other-service, Other-relative, White, Female, United-States,28, White
44, Private, 7th-8th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, United-States,41, White
31, Self-emp-inc, Some-college, Never-married, Exec-managerial, Not-in-family, White, Male, United-States,57, White
62, Private, HS-grad, Widowed, Farming-fishing, Unmarried, White, Female, United-States,29, White
65, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States,60, White
17, Private, 9th, Married-civ-spouse, Other-service, Husband, White, Male, United-States,42, White
60, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male, United-States,69, White
31, Private, 11th, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States,39, White
29, Private, Some-college, Never-married, Other-service, Unmarried, Black, Female, United-States,36, White
53, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, United-States,79, White
44, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male, United-States,80, White
43, Private, 11th, Married-civ-spouse, Sales, Husband, White, Male, United-States,27, White
40, Federal-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States,45, White
18, Private, 11th, Never-married, Sales, Own-child, Black, Female, United-States,43, White
47, Private, HS-grad, Divorced, Craft-repair, Unmarried, White, Female, United-States,31, White
38, Federal-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States,21, White
37, Private, Assoc-acdm, Married-civ-spouse, Other-service, Wife, White, Female, United-States,39, White
40, Private, Some-college, Separated, Sales, Not-in-family, Amer-Indian-Eskimo, Female, United-States,26, White
57, Self-emp-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Black, Male, United-States,88, White
43, Private, HS-grad, Separated, Other-service, Not-in-family, White, Female, United-States,41, White
32, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Other, Male, Ecuador,49, White
64, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male, United-States,40, White
18, Private, 12th, Never-married, Sales, Own-child, White, Female, United-States,33, Black
40, Self-emp-not-inc, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Male, United-States,39, White
17, ?, 11th, Never-married, ?, Own-child, Black, Female, Trinadad&Tobago,40, White
23, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Male, United-States,21, White
45, Private, Assoc-voc, Divorced, Adm-clerical, Unmarried, Black, Female, United-States,29, White
45, Self-emp-not-inc, Masters, Divorced, Prof-specialty, Not-in-family, White, Female, United-States,49, White
27, Private, 10th, Never-married, Other-service, Not-in-family, White, Male, Mexico,28, Black
23, Private, Some-college, Married-spouse-absent, Handlers-cleaners, Unmarried, White, Male, United-States,23, Black
58, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, Asian-Pac-Islander, Male, United-States,42, Asian-Pac-Islander
35, Private, HS-grad, Divorced, Tech-support, Unmarried, White, Female, United-States,48, White
47, Private, Masters, Divorced, Prof-specialty, Not-in-family, White, Male, United-States,99, White
33, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States,43, Asian-Pac-Islander
27, Private, Bachelors, Separated, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male, Philippines,77, White
46, Private, Assoc-acdm, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, United-States,55, White
24, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States,25, White
40, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States,54, White
44, Private, HS-grad, Never-married, Other-service, Own-child, White, Female, United-States,48, White
31, Local-gov, Bachelors, Married-civ-spouse, Protective-serv, Husband, White, Male, United-States,83, Amer-Indian-Eskimo
37, Private, Assoc-voc, Married-civ-spouse, Adm-clerical, Husband, White, Male, United-States,77, White
23, Private, Assoc-voc, Separated, Exec-managerial, Own-child, White, Female, United-States,48, White
30, Self-emp-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Male, United-States,86, White
31, Private, Some-college, Married-civ-spouse, Other-service, Husband, Black, Male, United-States,41, White
24, ?, HS-grad, Never-married, ?, Not-in-family, White, Female, United-States,45, White
32, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States,44, White
27, Private, HS-grad, Never-married, Transport-moving, Own-child, White, Male, United-States,48, White
35, Local-gov, HS-grad, Never-married, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Male, United-States,43, White
27, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Male, United-States,26, White
30, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Male, ?,49, White
33, Self-emp-not-inc, HS-grad, Never-married, Farming-fishing, Own-child, White, Male, United-States,24, White
34, Private, Doctorate, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States,93, White
29, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States,45, White
26, Local-gov, Masters, Never-married, Prof-specialty, Not-in-family, White, Female, United-States,28, White
39, Self-emp-not-inc, HS-grad, Never-married, Craft-repair, Own-child, White, Male, United-States,36, White
37, Self-emp-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States,81, White
51, Private, Some-college, Divorced, Exec-managerial, Not-in-family, White, Female, United-States,59, Other
40, Private, Some-college, Separated, Craft-repair, Unmarried, White, Male, United-States,51, White
53, Private, 7th-8th, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male, Vietnam,40, White
58, Federal-gov, Some-college, Married-civ-spouse, Tech-support, Husband, Asian-Pac-Islander, Male, United-States,82, White
29, Private, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Male, United-States,81, White
33, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Other, Male, Mexico,22, White
57, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States,79, White
69, State-gov, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male, United-States,41, White
20, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female, United-States,47, Black
56, Private, HS-grad, Widowed, Sales, Unmarried, White, Female, Mexico,29, White
49, Private, 5th-6th, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States,40, White
34, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, United-States,49, White
70, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States,49, Black
44, Private, Bachelors, Divorced, Exec-managerial, Unmarried, White, Female, United-States,40, White
37, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male, United-States,51, White
58, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States,36, White
42, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Own-child, White, Female, United-States,30, White
41, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male, United-States,29, White
28, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female, United-States,31, White
47, Local-gov, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States,71, White
24, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Wife, White, Female, United-States,41, Black
58, Self-emp-not-inc, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male, United-States,89, White
18, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female, United-States,34, White
50, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States,51, Amer-Indian-Eskimo
